from_stop_id,to_stop_id,transfer_type,min_transfer_time
"ch:1:sloid:87655::54","ch:1:sloid:87655::52","2","60"
"ch:1:sloid:87655::54","ch:1:sloid:87655::53","2","60"
"ch:1:sloid:87655::54","ch:1:sloid:87655::55","2","60"
"ch:1:sloid:87655::55","ch:1:sloid:87655::0","2","120"
"ch:1:sloid:87655::55","ch:1:sloid:87655::1","2","120"
"ch:1:sloid:87655::55","ch:1:sloid:87655::50","2","60"
"ch:1:sloid:87655::55","ch:1:sloid:87655::51","2","60"
"ch:1:sloid:87655::55","ch:1:sloid:87655::52","2","60"
"ch:1:sloid:87655::55","ch:1:sloid:87655::53","2","60"
"ch:1:sloid:87655::55","ch:1:sloid:87655::54","2","60"
"ch:1:sloid:87680::50","ch:1:sloid:87680::51","2","60"
"ch:1:sloid:87680::50","ch:1:sloid:87680::52","2","60"
"ch:1:sloid:87680::51","ch:1:sloid:87680::50","2","60"
"ch:1:sloid:87680::51","ch:1:sloid:87680::52","2","60"
"ch:1:sloid:87680::52","ch:1:sloid:87680::50","2","60"
"ch:1:sloid:87680::52","ch:1:sloid:87680::51","2","60"
"ch:1:sloid:87681::50","ch:1:sloid:87681::51","2","60"
"ch:1:sloid:87681::51","ch:1:sloid:87681::50","2","60"
"ch:1:sloid:87682::50","ch:1:sloid:87682::51","2","60"
"ch:1:sloid:87682::51","ch:1:sloid:87682::50","2","60"
"ch:1:sloid:87683::50","ch:1:sloid:87683::51","2","60"
"ch:1:sloid:87683::51","ch:1:sloid:87683::50","2","60"
"ch:1:sloid:87684::50","ch:1:sloid:87684::51","2","60"
"ch:1:sloid:87684::51","ch:1:sloid:87684::50","2","60"
"ch:1:sloid:87685::50","ch:1:sloid:87685::51","2","60"
"ch:1:sloid:87685::51","ch:1:sloid:87685::50","2","60"
"ch:1:sloid:87686::50","ch:1:sloid:87686::51","2","60"
"ch:1:sloid:87686::51","ch:1:sloid:87686::50","2","60"
"ch:1:sloid:87687::50","ch:1:sloid:87687::51","2","60"
"ch:1:sloid:87687::51","ch:1:sloid:87687::50","2","60"
"ch:1:sloid:87688::50","ch:1:sloid:87688::51","2","60"
"ch:1:sloid:87688::51","ch:1:sloid:87688::50","2","60"
"ch:1:sloid:87689::50","ch:1:sloid:87689::51","2","60"
"ch:1:sloid:87689::51","ch:1:sloid:87689::50","2","60"
"ch:1:sloid:87717::50","ch:1:sloid:87717::51","2","60"
"ch:1:sloid:87717::51","ch:1:sloid:87717::50","2","60"
"ch:1:sloid:87718::50","ch:1:sloid:87718::51","2","60"
"ch:1:sloid:87718::50","ch:1:sloid:87718::53","2","60"
"ch:1:sloid:87718::51","ch:1:sloid:87718::50","2","60"
"ch:1:sloid:87718::51","ch:1:sloid:87718::53","2","60"
"ch:1:sloid:87718::53","ch:1:sloid:87718::50","2","60"
"ch:1:sloid:87718::53","ch:1:sloid:87718::51","2","60"
"ch:1:sloid:87799::0","ch:1:sloid:87799::1","2","60"
"ch:1:sloid:87799::0","ch:1:sloid:87799::50","2","120"
"ch:1:sloid:87799::0","ch:1:sloid:87799::51","2","120"
"ch:1:sloid:87799::1","ch:1:sloid:87799::0","2","60"
"ch:1:sloid:87799::1","ch:1:sloid:87799::50","2","120"
"ch:1:sloid:87799::1","ch:1:sloid:87799::51","2","120"
"ch:1:sloid:87799::50","ch:1:sloid:87799::0","2","120"
"ch:1:sloid:87799::50","ch:1:sloid:87799::1","2","120"
"ch:1:sloid:87799::50","ch:1:sloid:87799::51","2","60"
"ch:1:sloid:87799::51","ch:1:sloid:87799::0","2","120"
"ch:1:sloid:87799::51","ch:1:sloid:87799::1","2","120"
"ch:1:sloid:87799::51","ch:1:sloid:87799::50","2","60"
"ch:1:sloid:87858::50","ch:1:sloid:87858::51","2","60"
"ch:1:sloid:87858::51","ch:1:sloid:87858::50","2","60"
"ch:1:sloid:87860::50","ch:1:sloid:87860::51","2","60"
"ch:1:sloid:87860::51","ch:1:sloid:87860::50","2","60"
"ch:1:sloid:87931::50","ch:1:sloid:87931::51","2","60"
"ch:1:sloid:87931::51","ch:1:sloid:87931::50","2","60"
"ch:1:sloid:87932::50","ch:1:sloid:87932::51","2","60"
"ch:1:sloid:87932::51","ch:1:sloid:87932::50","2","60"
"ch:1:sloid:87933::50","ch:1:sloid:87933::51","2","60"
"ch:1:sloid:87933::51","ch:1:sloid:87933::50","2","60"
"ch:1:sloid:87935::50","ch:1:sloid:87935::51","2","60"
"ch:1:sloid:87935::51","ch:1:sloid:87935::50","2","60"
"ch:1:sloid:87936::50","ch:1:sloid:87936::51","2","60"
"ch:1:sloid:87936::51","ch:1:sloid:87936::50","2","60"
"ch:1:sloid:87941::50","ch:1:sloid:87941::51","2","60"
"ch:1:sloid:87941::51","ch:1:sloid:87941::50","2","60"
"ch:1:sloid:87942::50","ch:1:sloid:87942::51","2","60"
"ch:1:sloid:87942::51","ch:1:sloid:87942::50","2","60"
"ch:1:sloid:87943::50","ch:1:sloid:87943::51","2","180"
"ch:1:sloid:87943::51","ch:1:sloid:87943::50","2","180"
"ch:1:sloid:87945::50","ch:1:sloid:87945::51","2","60"
"ch:1:sloid:87945::51","ch:1:sloid:87945::50","2","60"
"ch:1:sloid:87946::50","ch:1:sloid:87946::51","2","60"
"ch:1:sloid:87946::51","ch:1:sloid:87946::50","2","60"
"ch:1:sloid:87947::50","ch:1:sloid:87947::51","2","60"
"ch:1:sloid:87947::51","ch:1:sloid:87947::50","2","60"
"ch:1:sloid:87948::50","ch:1:sloid:87948::51","2","60"
"ch:1:sloid:87948::51","ch:1:sloid:87948::50","2","60"
"ch:1:sloid:87949::50","ch:1:sloid:87949::51","2","60"
"ch:1:sloid:87949::51","ch:1:sloid:87949::50","2","60"
"ch:1:sloid:87950::50","ch:1:sloid:87950::51","2","60"
"ch:1:sloid:87950::51","ch:1:sloid:87950::50","2","60"
"ch:1:sloid:87952::50","ch:1:sloid:87952::51","2","60"
"ch:1:sloid:87952::51","ch:1:sloid:87952::50","2","60"
"ch:1:sloid:87953::50","ch:1:sloid:87953::51","2","60"
"ch:1:sloid:87953::51","ch:1:sloid:87953::50","2","60"
"ch:1:sloid:87954::50","ch:1:sloid:87954::51","2","60"
"ch:1:sloid:87954::51","ch:1:sloid:87954::50","2","60"
"ch:1:sloid:87955::50","ch:1:sloid:87955::51","2","60"
"ch:1:sloid:87955::51","ch:1:sloid:87955::50","2","60"
"ch:1:sloid:87956::50","ch:1:sloid:87956::51","2","60"
"ch:1:sloid:87956::51","ch:1:sloid:87956::50","2","60"
"ch:1:sloid:87957::50","ch:1:sloid:87957::51","2","60"
"ch:1:sloid:87957::51","ch:1:sloid:87957::50","2","60"
"ch:1:sloid:87958::50","ch:1:sloid:87958::51","2","60"
"ch:1:sloid:87958::50","ch:1:sloid:87958::61","2","60"
"ch:1:sloid:87958::51","ch:1:sloid:87958::50","2","60"
"ch:1:sloid:87958::51","ch:1:sloid:87958::61","2","60"
"ch:1:sloid:87958::61","ch:1:sloid:87958::50","2","60"
"ch:1:sloid:87958::61","ch:1:sloid:87958::51","2","60"
"ch:1:sloid:87963::50","ch:1:sloid:87963::51","2","60"
"ch:1:sloid:87963::51","ch:1:sloid:87963::50","2","60"
"ch:1:sloid:87964::50","ch:1:sloid:87964::51","2","60"
"ch:1:sloid:87964::51","ch:1:sloid:87964::50","2","60"
"ch:1:sloid:87965::50","ch:1:sloid:87965::51","2","18"
"ch:1:sloid:87965::50","ch:1:sloid:87965::52","2","18"
"ch:1:sloid:87965::50","ch:1:sloid:87965::53","2","18"
"ch:1:sloid:87965::51","ch:1:sloid:87965::50","2","18"
"ch:1:sloid:87965::51","ch:1:sloid:87965::52","2","18"
"ch:1:sloid:87965::51","ch:1:sloid:87965::53","2","18"
"ch:1:sloid:87965::52","ch:1:sloid:87965::50","2","18"
"ch:1:sloid:87965::52","ch:1:sloid:87965::51","2","18"
"ch:1:sloid:87965::52","ch:1:sloid:87965::53","2","18"
"ch:1:sloid:87965::53","ch:1:sloid:87965::50","2","18"
"ch:1:sloid:87965::53","ch:1:sloid:87965::51","2","18"
"ch:1:sloid:87965::53","ch:1:sloid:87965::52","2","18"
"ch:1:sloid:87967::50","ch:1:sloid:87967::51","2","60"
"ch:1:sloid:87967::51","ch:1:sloid:87967::50","2","60"
"ch:1:sloid:87968::50","ch:1:sloid:87968::51","2","60"
"ch:1:sloid:87968::51","ch:1:sloid:87968::50","2","60"
"ch:1:sloid:87969::50","ch:1:sloid:87969::51","2","60"
"ch:1:sloid:87969::51","ch:1:sloid:87969::50","2","60"
"ch:1:sloid:87970::50","ch:1:sloid:87970::51","2","60"
"ch:1:sloid:87970::51","ch:1:sloid:87970::50","2","60"
"ch:1:sloid:87971::50","ch:1:sloid:87971::51","2","60"
"ch:1:sloid:87971::51","ch:1:sloid:87971::50","2","60"
"ch:1:sloid:87973::50","ch:1:sloid:87973::51","2","60"
"ch:1:sloid:87973::51","ch:1:sloid:87973::50","2","60"
"ch:1:sloid:87974::50","ch:1:sloid:87974::51","2","60"
"ch:1:sloid:87974::51","ch:1:sloid:87974::50","2","60"
"ch:1:sloid:87976::50","ch:1:sloid:87976::51","2","60"
"ch:1:sloid:87976::51","ch:1:sloid:87976::50","2","60"
"ch:1:sloid:87977::50","ch:1:sloid:87977::51","2","60"
"ch:1:sloid:87977::51","ch:1:sloid:87977::50","2","60"
"ch:1:sloid:87978::50","ch:1:sloid:87978::51","2","60"
"ch:1:sloid:87978::51","ch:1:sloid:87978::50","2","60"
"ch:1:sloid:87979::50","ch:1:sloid:87979::51","2","60"
"ch:1:sloid:87979::50","ch:1:sloid:87979::52","2","60"
"ch:1:sloid:87979::51","ch:1:sloid:87979::50","2","60"
"ch:1:sloid:87979::51","ch:1:sloid:87979::52","2","60"
"ch:1:sloid:87979::52","ch:1:sloid:87979::50","2","60"
"ch:1:sloid:87979::52","ch:1:sloid:87979::51","2","60"
"ch:1:sloid:87980::50","ch:1:sloid:87980::51","2","60"
"ch:1:sloid:87980::51","ch:1:sloid:87980::50","2","60"
"ch:1:sloid:87981::50","ch:1:sloid:87981::51","2","60"
"ch:1:sloid:87981::51","ch:1:sloid:87981::50","2","60"
"ch:1:sloid:87982::50","ch:1:sloid:87982::51","2","60"
"ch:1:sloid:87982::51","ch:1:sloid:87982::50","2","60"
"ch:1:sloid:87983::50","ch:1:sloid:87983::51","2","60"
"ch:1:sloid:87983::51","ch:1:sloid:87983::50","2","60"
"ch:1:sloid:87984::50","ch:1:sloid:87984::51","2","60"
"ch:1:sloid:87984::51","ch:1:sloid:87984::50","2","60"
"ch:1:sloid:87985::50","ch:1:sloid:87985::51","2","60"
"ch:1:sloid:87985::51","ch:1:sloid:87985::50","2","60"
"ch:1:sloid:87986::50","ch:1:sloid:87986::51","2","60"
"ch:1:sloid:87986::51","ch:1:sloid:87986::50","2","60"
"ch:1:sloid:87987::50","ch:1:sloid:87987::51","2","60"
"ch:1:sloid:87987::51","ch:1:sloid:87987::50","2","60"
"ch:1:sloid:87988::50","ch:1:sloid:87988::51","2","60"
"ch:1:sloid:87988::51","ch:1:sloid:87988::50","2","60"
"ch:1:sloid:87989::50","ch:1:sloid:87989::51","2","60"
"ch:1:sloid:87989::51","ch:1:sloid:87989::50","2","60"
"ch:1:sloid:87990::50","ch:1:sloid:87990::51","2","60"
"ch:1:sloid:87990::51","ch:1:sloid:87990::50","2","60"
"ch:1:sloid:87991::50","ch:1:sloid:87991::51","2","60"
"ch:1:sloid:87991::51","ch:1:sloid:87991::50","2","60"
"ch:1:sloid:87998::50","ch:1:sloid:87998::51","2","60"
"ch:1:sloid:87998::51","ch:1:sloid:87998::50","2","60"
"ch:1:sloid:88001::50","ch:1:sloid:88001::51","2","60"
"ch:1:sloid:88001::51","ch:1:sloid:88001::50","2","60"
"ch:1:sloid:88002::50","ch:1:sloid:88002::51","2","60"
"ch:1:sloid:88002::50","ch:1:sloid:88002::52","2","60"
"ch:1:sloid:88002::51","ch:1:sloid:88002::50","2","60"
"ch:1:sloid:88002::51","ch:1:sloid:88002::52","2","60"
"ch:1:sloid:88002::52","ch:1:sloid:88002::50","2","60"
"ch:1:sloid:88002::52","ch:1:sloid:88002::51","2","60"
"ch:1:sloid:88006::50","ch:1:sloid:88006::51","2","60"
"ch:1:sloid:88006::51","ch:1:sloid:88006::50","2","60"
"ch:1:sloid:88011::50","ch:1:sloid:88011::51","2","18"
"ch:1:sloid:88011::50","ch:1:sloid:88011::53","2","18"
"ch:1:sloid:88011::50","ch:1:sloid:90647::51","2","180"
"ch:1:sloid:88011::50","ch:1:sloid:90647::52","2","180"
"ch:1:sloid:88011::50","ch:1:sloid:90647::53","2","180"
"ch:1:sloid:88011::50","ch:1:sloid:90647::54","2","180"
"ch:1:sloid:88011::51","ch:1:sloid:88011::50","2","18"
"ch:1:sloid:88011::51","ch:1:sloid:88011::53","2","18"
"ch:1:sloid:88011::51","ch:1:sloid:90647::51","2","180"
"ch:1:sloid:88011::51","ch:1:sloid:90647::52","2","180"
"ch:1:sloid:88011::51","ch:1:sloid:90647::53","2","180"
"ch:1:sloid:88011::51","ch:1:sloid:90647::54","2","180"
"ch:1:sloid:88011::53","ch:1:sloid:88011::50","2","18"
"ch:1:sloid:88011::53","ch:1:sloid:88011::51","2","18"
"ch:1:sloid:88011::53","ch:1:sloid:90647::51","2","180"
"ch:1:sloid:88011::53","ch:1:sloid:90647::52","2","180"
"ch:1:sloid:88011::53","ch:1:sloid:90647::53","2","180"
"ch:1:sloid:88011::53","ch:1:sloid:90647::54","2","180"
"ch:1:sloid:88012::50","ch:1:sloid:88012::51","2","60"
"ch:1:sloid:88012::51","ch:1:sloid:88012::50","2","60"
"ch:1:sloid:88013::50","ch:1:sloid:88013::51","2","60"
"ch:1:sloid:88013::51","ch:1:sloid:88013::50","2","60"
"ch:1:sloid:88014::50","ch:1:sloid:88014::51","2","60"
"ch:1:sloid:88014::51","ch:1:sloid:88014::50","2","60"
"ch:1:sloid:88015::50","ch:1:sloid:88015::51","2","60"
"ch:1:sloid:88015::51","ch:1:sloid:88015::50","2","60"
"ch:1:sloid:88017::50","ch:1:sloid:88017::51","2","60"
"ch:1:sloid:88017::51","ch:1:sloid:88017::50","2","60"
"ch:1:sloid:88019::50","ch:1:sloid:88019::51","2","60"
"ch:1:sloid:88019::51","ch:1:sloid:88019::50","2","60"
"ch:1:sloid:88020::50","ch:1:sloid:88020::51","2","60"
"ch:1:sloid:88020::51","ch:1:sloid:88020::50","2","60"
"ch:1:sloid:88021::50","ch:1:sloid:88021::51","2","60"
"ch:1:sloid:88021::51","ch:1:sloid:88021::50","2","60"
"ch:1:sloid:88022::50","ch:1:sloid:88022::51","2","60"
"ch:1:sloid:88022::51","ch:1:sloid:88022::50","2","60"
"ch:1:sloid:88023::50","ch:1:sloid:88023::51","2","60"
"ch:1:sloid:88023::51","ch:1:sloid:88023::50","2","60"
"ch:1:sloid:88024::50","ch:1:sloid:88024::51","2","60"
"ch:1:sloid:88024::51","ch:1:sloid:88024::50","2","60"
"ch:1:sloid:88025::50","ch:1:sloid:88025::80","2","60"
"ch:1:sloid:88025::50","ch:1:sloid:88025::81","2","60"
"ch:1:sloid:88025::80","ch:1:sloid:88025::50","2","60"
"ch:1:sloid:88025::80","ch:1:sloid:88025::81","2","60"
"ch:1:sloid:88025::81","ch:1:sloid:88025::50","2","60"
"ch:1:sloid:88025::81","ch:1:sloid:88025::80","2","60"
"ch:1:sloid:88026::50","ch:1:sloid:88026::51","2","60"
"ch:1:sloid:88026::51","ch:1:sloid:88026::50","2","60"
"ch:1:sloid:88027::50","ch:1:sloid:88027::51","2","60"
"ch:1:sloid:88027::51","ch:1:sloid:88027::50","2","60"
"ch:1:sloid:88028::50","ch:1:sloid:88028::51","2","60"
"ch:1:sloid:88028::51","ch:1:sloid:88028::50","2","60"
"ch:1:sloid:88029::50","ch:1:sloid:88029::51","2","60"
"ch:1:sloid:88029::51","ch:1:sloid:88029::50","2","60"
"ch:1:sloid:88030::50","ch:1:sloid:88030::51","2","60"
"ch:1:sloid:88030::51","ch:1:sloid:88030::50","2","60"
"ch:1:sloid:88031::50","ch:1:sloid:88031::51","2","60"
"ch:1:sloid:88031::51","ch:1:sloid:88031::50","2","60"
"ch:1:sloid:88032::50","ch:1:sloid:88032::51","2","60"
"ch:1:sloid:88032::51","ch:1:sloid:88032::50","2","60"
"ch:1:sloid:88034::50","ch:1:sloid:88034::51","2","60"
"ch:1:sloid:88034::51","ch:1:sloid:88034::50","2","60"
"ch:1:sloid:88035::50","ch:1:sloid:88035::51","2","60"
"ch:1:sloid:88035::51","ch:1:sloid:88035::50","2","60"
"ch:1:sloid:88036::50","ch:1:sloid:76050::50","2","180"
"ch:1:sloid:88036::50","ch:1:sloid:76050::51","2","180"
"ch:1:sloid:88036::50","ch:1:sloid:88036::51","2","60"
"ch:1:sloid:88036::51","ch:1:sloid:76050::50","2","180"
"ch:1:sloid:88036::51","ch:1:sloid:76050::51","2","180"
"ch:1:sloid:88036::51","ch:1:sloid:88036::50","2","60"
"ch:1:sloid:88040::51","ch:1:sloid:78564::50","2","120"
"ch:1:sloid:88041::50","ch:1:sloid:88041::51","2","60"
"ch:1:sloid:88041::51","ch:1:sloid:88041::50","2","60"
"ch:1:sloid:88045::50","ch:1:sloid:88045::51","2","60"
"ch:1:sloid:88045::51","ch:1:sloid:88045::50","2","60"
"ch:1:sloid:88046::50","ch:1:sloid:88046::51","2","60"
"ch:1:sloid:88046::51","ch:1:sloid:88046::50","2","60"
"ch:1:sloid:88048::50","ch:1:sloid:88048::51","2","60"
"ch:1:sloid:88048::51","ch:1:sloid:88048::50","2","60"
"ch:1:sloid:88049::50","ch:1:sloid:88049::51","2","60"
"ch:1:sloid:88049::51","ch:1:sloid:88049::50","2","60"
"ch:1:sloid:88050::50","ch:1:sloid:88050::51","2","60"
"ch:1:sloid:88050::51","ch:1:sloid:88050::50","2","60"
"ch:1:sloid:88051::50","ch:1:sloid:88051::51","2","60"
"ch:1:sloid:88051::51","ch:1:sloid:88051::50","2","60"
"ch:1:sloid:88057::50","ch:1:sloid:88057::51","2","60"
"ch:1:sloid:88057::51","ch:1:sloid:88057::50","2","60"
"ch:1:sloid:88058::50","ch:1:sloid:88058::51","2","60"
"ch:1:sloid:88058::51","ch:1:sloid:88058::50","2","60"
"ch:1:sloid:88059::50","ch:1:sloid:88059::51","2","60"
"ch:1:sloid:88059::51","ch:1:sloid:88059::50","2","60"
"ch:1:sloid:88078::0","ch:1:sloid:3499::0","2","180"
"ch:1:sloid:88078::0","ch:1:sloid:87349::0","2","360"
"ch:1:sloid:88078::0","ch:1:sloid:87349::1","2","360"
"ch:1:sloid:88078::0","ch:1:sloid:87349::10","2","360"
"ch:1:sloid:88078::0","ch:1:sloid:88078::1","2","60"
"ch:1:sloid:88078::0","ch:1:sloid:88078::10","2","120"
"ch:1:sloid:88078::0","ch:1:sloid:88078::11","2","60"
"ch:1:sloid:88078::0","ch:1:sloid:88078::12","2","120"
"ch:1:sloid:88078::0","ch:1:sloid:88078::2","2","60"
"ch:1:sloid:88078::0","ch:1:sloid:88078::3","2","60"
"ch:1:sloid:88078::0","ch:1:sloid:88078::4","2","60"
"ch:1:sloid:88078::0","ch:1:sloid:88078::5","2","60"
"ch:1:sloid:88078::0","ch:1:sloid:88078::6","2","60"
"ch:1:sloid:88078::0","ch:1:sloid:88078::7","2","60"
"ch:1:sloid:88078::0","ch:1:sloid:91067::0","2","720"
"ch:1:sloid:88078::0","ch:1:sloid:91067::1","2","720"
"ch:1:sloid:88078::0","ch:1:sloid:91067::50","2","780"
"ch:1:sloid:88078::0","ch:1:sloid:91067::51","2","780"
"ch:1:sloid:88078::0","ch:1:sloid:91327::0","2","300"
"ch:1:sloid:88078::0","ch:1:sloid:91327::1","2","300"
"ch:1:sloid:88078::1","ch:1:sloid:3499::0","2","180"
"ch:1:sloid:88078::1","ch:1:sloid:87349::0","2","360"
"ch:1:sloid:88078::1","ch:1:sloid:87349::1","2","360"
"ch:1:sloid:88078::1","ch:1:sloid:87349::10","2","360"
"ch:1:sloid:88078::1","ch:1:sloid:88078::0","2","60"
"ch:1:sloid:88078::1","ch:1:sloid:88078::10","2","120"
"ch:1:sloid:88078::1","ch:1:sloid:88078::11","2","60"
"ch:1:sloid:88078::1","ch:1:sloid:88078::12","2","120"
"ch:1:sloid:88078::1","ch:1:sloid:88078::2","2","60"
"ch:1:sloid:88078::1","ch:1:sloid:88078::3","2","60"
"ch:1:sloid:88078::1","ch:1:sloid:88078::4","2","60"
"ch:1:sloid:88078::1","ch:1:sloid:88078::5","2","60"
"ch:1:sloid:88078::1","ch:1:sloid:88078::6","2","60"
"ch:1:sloid:88078::1","ch:1:sloid:88078::7","2","60"
"ch:1:sloid:88078::1","ch:1:sloid:91067::0","2","720"
"ch:1:sloid:88078::1","ch:1:sloid:91067::1","2","720"
"ch:1:sloid:88078::1","ch:1:sloid:91067::50","2","780"
"ch:1:sloid:88078::1","ch:1:sloid:91067::51","2","780"
"ch:1:sloid:88078::1","ch:1:sloid:91327::0","2","300"
"ch:1:sloid:88078::1","ch:1:sloid:91327::1","2","300"
"ch:1:sloid:88078::10","ch:1:sloid:3499::0","2","180"
"ch:1:sloid:88078::10","ch:1:sloid:87349::0","2","360"
"ch:1:sloid:88078::10","ch:1:sloid:87349::1","2","360"
"ch:1:sloid:88078::10","ch:1:sloid:87349::10","2","360"
"ch:1:sloid:88078::10","ch:1:sloid:88078::0","2","120"
"ch:1:sloid:88078::10","ch:1:sloid:88078::1","2","120"
"ch:1:sloid:88078::10","ch:1:sloid:88078::11","2","120"
"ch:1:sloid:88078::10","ch:1:sloid:88078::12","2","240"
"ch:1:sloid:88078::10","ch:1:sloid:88078::2","2","120"
"ch:1:sloid:88078::10","ch:1:sloid:88078::3","2","120"
"ch:1:sloid:88078::10","ch:1:sloid:88078::4","2","120"
"ch:1:sloid:88078::10","ch:1:sloid:88078::5","2","120"
"ch:1:sloid:88078::10","ch:1:sloid:88078::6","2","120"
"ch:1:sloid:88078::10","ch:1:sloid:88078::7","2","120"
"ch:1:sloid:88078::10","ch:1:sloid:91067::0","2","720"
"ch:1:sloid:88078::10","ch:1:sloid:91067::1","2","720"
"ch:1:sloid:88078::10","ch:1:sloid:91067::50","2","780"
"ch:1:sloid:88078::10","ch:1:sloid:91067::51","2","780"
"ch:1:sloid:88078::10","ch:1:sloid:91327::0","2","360"
"ch:1:sloid:88078::10","ch:1:sloid:91327::1","2","360"
"ch:1:sloid:88078::11","ch:1:sloid:3499::0","2","180"
"ch:1:sloid:88078::11","ch:1:sloid:87349::0","2","360"
"ch:1:sloid:88078::11","ch:1:sloid:87349::1","2","360"
"ch:1:sloid:88078::11","ch:1:sloid:87349::10","2","360"
"ch:1:sloid:88078::11","ch:1:sloid:88078::0","2","60"
"ch:1:sloid:88078::11","ch:1:sloid:88078::1","2","60"
"ch:1:sloid:88078::11","ch:1:sloid:88078::10","2","120"
"ch:1:sloid:88078::11","ch:1:sloid:88078::12","2","120"
"ch:1:sloid:88078::11","ch:1:sloid:88078::2","2","60"
"ch:1:sloid:88078::11","ch:1:sloid:88078::3","2","60"
"ch:1:sloid:88078::11","ch:1:sloid:88078::4","2","60"
"ch:1:sloid:88078::11","ch:1:sloid:88078::5","2","60"
"ch:1:sloid:88078::11","ch:1:sloid:88078::6","2","60"
"ch:1:sloid:88078::11","ch:1:sloid:88078::7","2","60"
"ch:1:sloid:88078::11","ch:1:sloid:91067::0","2","720"
"ch:1:sloid:88078::11","ch:1:sloid:91067::1","2","720"
"ch:1:sloid:88078::11","ch:1:sloid:91067::50","2","780"
"ch:1:sloid:88078::11","ch:1:sloid:91067::51","2","780"
"ch:1:sloid:88078::11","ch:1:sloid:91327::0","2","300"
"ch:1:sloid:88078::11","ch:1:sloid:91327::1","2","300"
"ch:1:sloid:88078::12","ch:1:sloid:3499::0","2","180"
"ch:1:sloid:88078::12","ch:1:sloid:87349::0","2","360"
"ch:1:sloid:88078::12","ch:1:sloid:87349::1","2","360"
"ch:1:sloid:88078::12","ch:1:sloid:87349::10","2","360"
"ch:1:sloid:88078::12","ch:1:sloid:88078::0","2","120"
"ch:1:sloid:88078::12","ch:1:sloid:88078::1","2","120"
"ch:1:sloid:88078::12","ch:1:sloid:88078::10","2","240"
"ch:1:sloid:88078::12","ch:1:sloid:88078::11","2","120"
"ch:1:sloid:88078::12","ch:1:sloid:88078::2","2","120"
"ch:1:sloid:88078::12","ch:1:sloid:88078::3","2","120"
"ch:1:sloid:88078::12","ch:1:sloid:88078::4","2","120"
"ch:1:sloid:88078::12","ch:1:sloid:88078::5","2","120"
"ch:1:sloid:88078::12","ch:1:sloid:88078::6","2","120"
"ch:1:sloid:88078::12","ch:1:sloid:88078::7","2","120"
"ch:1:sloid:88078::12","ch:1:sloid:91067::0","2","720"
"ch:1:sloid:88078::12","ch:1:sloid:91067::1","2","720"
"ch:1:sloid:88078::12","ch:1:sloid:91067::50","2","780"
"ch:1:sloid:88078::12","ch:1:sloid:91067::51","2","780"
"ch:1:sloid:88078::12","ch:1:sloid:91327::0","2","360"
"ch:1:sloid:88078::12","ch:1:sloid:91327::1","2","360"
"ch:1:sloid:88078::2","ch:1:sloid:3499::0","2","180"
"ch:1:sloid:88078::2","ch:1:sloid:87349::0","2","360"
"ch:1:sloid:88078::2","ch:1:sloid:87349::1","2","360"
"ch:1:sloid:88078::2","ch:1:sloid:87349::10","2","360"
"ch:1:sloid:88078::2","ch:1:sloid:88078::0","2","60"
"ch:1:sloid:88078::2","ch:1:sloid:88078::1","2","60"
"ch:1:sloid:88078::2","ch:1:sloid:88078::10","2","120"
"ch:1:sloid:88078::2","ch:1:sloid:88078::11","2","60"
"ch:1:sloid:88078::2","ch:1:sloid:88078::12","2","120"
"ch:1:sloid:88078::2","ch:1:sloid:88078::3","2","60"
"ch:1:sloid:88078::2","ch:1:sloid:88078::4","2","60"
"ch:1:sloid:88078::2","ch:1:sloid:88078::5","2","60"
"ch:1:sloid:88078::2","ch:1:sloid:88078::6","2","60"
"ch:1:sloid:88078::2","ch:1:sloid:88078::7","2","60"
"ch:1:sloid:88078::2","ch:1:sloid:91067::0","2","720"
"ch:1:sloid:88078::2","ch:1:sloid:91067::1","2","720"
"ch:1:sloid:88078::2","ch:1:sloid:91067::50","2","780"
"ch:1:sloid:88078::2","ch:1:sloid:91067::51","2","780"
"ch:1:sloid:88078::2","ch:1:sloid:91327::0","2","300"
"ch:1:sloid:88078::2","ch:1:sloid:91327::1","2","300"
"ch:1:sloid:88078::3","ch:1:sloid:3499::0","2","180"
"ch:1:sloid:88078::3","ch:1:sloid:87349::0","2","360"
"ch:1:sloid:88078::3","ch:1:sloid:87349::1","2","360"
"ch:1:sloid:88078::3","ch:1:sloid:87349::10","2","360"
"ch:1:sloid:88078::3","ch:1:sloid:88078::0","2","60"
"ch:1:sloid:88078::3","ch:1:sloid:88078::1","2","60"
"ch:1:sloid:88078::3","ch:1:sloid:88078::10","2","120"
"ch:1:sloid:88078::3","ch:1:sloid:88078::11","2","60"
"ch:1:sloid:88078::3","ch:1:sloid:88078::12","2","120"
"ch:1:sloid:88078::3","ch:1:sloid:88078::2","2","60"
"ch:1:sloid:88078::3","ch:1:sloid:88078::4","2","60"
"ch:1:sloid:88078::3","ch:1:sloid:88078::5","2","60"
"ch:1:sloid:88078::3","ch:1:sloid:88078::6","2","60"
"ch:1:sloid:88078::3","ch:1:sloid:88078::7","2","60"
"ch:1:sloid:88078::3","ch:1:sloid:91067::0","2","720"
"ch:1:sloid:88078::3","ch:1:sloid:91067::1","2","720"
"ch:1:sloid:88078::3","ch:1:sloid:91067::50","2","780"
