from_stop_id,to_stop_id,transfer_type,min_transfer_time
"ch:1:sloid:6899::57","ch:1:sloid:6899::15","2","120"
"ch:1:sloid:6899::57","ch:1:sloid:6899::51","2","120"
"ch:1:sloid:6899::57","ch:1:sloid:6899::52","2","120"
"ch:1:sloid:6899::57","ch:1:sloid:6899::54","2","120"
"ch:1:sloid:6899::57","ch:1:sloid:6899::55","2","120"
"ch:1:sloid:6899::57","ch:1:sloid:6899::56","2","120"
"ch:1:sloid:6899::57","ch:1:sloid:6899::58","2","120"
"ch:1:sloid:6899::57","ch:1:sloid:6899::65","2","120"
"ch:1:sloid:6899::57","ch:1:sloid:88552::10","2","120"
"ch:1:sloid:6899::57","ch:1:sloid:88552::11","2","120"
"ch:1:sloid:6899::57","ch:1:sloid:88552::12","2","120"
"ch:1:sloid:6899::57","ch:1:sloid:94298::82","2","300"
"ch:1:sloid:6899::57","ch:1:sloid:94298::83","2","300"
"ch:1:sloid:6899::57","ch:1:sloid:94298::84","2","300"
"ch:1:sloid:6899::57","ch:1:sloid:94298::85","2","300"
"ch:1:sloid:6899::58","ch:1:sloid:6899::10","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:6899::11","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:6899::12","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:6899::13","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:6899::15","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:6899::51","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:6899::52","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:6899::54","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:6899::55","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:6899::56","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:6899::57","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:6899::65","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:88552::10","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:88552::11","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:88552::12","2","120"
"ch:1:sloid:6899::58","ch:1:sloid:94298::82","2","300"
"ch:1:sloid:6899::58","ch:1:sloid:94298::83","2","300"
"ch:1:sloid:6899::58","ch:1:sloid:94298::84","2","300"
"ch:1:sloid:6899::58","ch:1:sloid:94298::85","2","300"
"ch:1:sloid:6899::65","ch:1:sloid:6899::10","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:6899::11","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:6899::12","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:6899::13","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:6899::15","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:6899::51","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:6899::52","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:6899::54","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:6899::55","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:6899::56","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:6899::57","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:6899::58","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:88552::10","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:88552::11","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:88552::12","2","120"
"ch:1:sloid:6899::65","ch:1:sloid:94298::82","2","300"
"ch:1:sloid:6899::65","ch:1:sloid:94298::83","2","300"
"ch:1:sloid:6899::65","ch:1:sloid:94298::84","2","300"
"ch:1:sloid:6899::65","ch:1:sloid:94298::85","2","300"
"ch:1:sloid:6951::50","ch:1:sloid:6951::51","2","30"
"ch:1:sloid:6951::51","ch:1:sloid:6951::50","2","30"
"ch:1:sloid:6960::50","ch:1:sloid:6960::51","2","120"
"ch:1:sloid:6960::51","ch:1:sloid:6960::50","2","120"
"ch:1:sloid:6961::50","ch:1:sloid:6961::51","2","120"
"ch:1:sloid:6961::50","ch:1:sloid:6961::52","2","120"
"ch:1:sloid:6961::51","ch:1:sloid:6961::50","2","120"
"ch:1:sloid:6961::51","ch:1:sloid:6961::52","2","120"
"ch:1:sloid:6961::52","ch:1:sloid:6961::50","2","120"
"ch:1:sloid:6961::52","ch:1:sloid:6961::51","2","120"
"ch:1:sloid:6989::50","ch:1:sloid:6989::51","2","60"
"ch:1:sloid:6989::51","ch:1:sloid:6989::50","2","60"
"ch:1:sloid:70706:0:550394","ch:1:sloid:70706:0:72041","2","60"
"ch:1:sloid:70706:0:72041","ch:1:sloid:70706:0:550394","2","60"
"ch:1:sloid:72586::50","ch:1:sloid:72586::53","2","60"
"ch:1:sloid:72586::53","ch:1:sloid:72586::50","2","60"
"ch:1:sloid:72590::50","ch:1:sloid:72590::51","2","60"
"ch:1:sloid:72590::51","ch:1:sloid:72590::50","2","60"
"ch:1:sloid:72602::51","ch:1:sloid:72602:0:448846","2","60"
"ch:1:sloid:72602:0:448846","ch:1:sloid:72602::51","2","60"
"ch:1:sloid:72603:0:207880","ch:1:sloid:72603:0:344298","2","60"
"ch:1:sloid:72603:0:344298","ch:1:sloid:72603:0:207880","2","60"
"ch:1:sloid:72604::50","ch:1:sloid:72604::51","2","60"
"ch:1:sloid:72604::51","ch:1:sloid:72604::50","2","60"
"ch:1:sloid:72605::50","ch:1:sloid:72605::51","2","60"
"ch:1:sloid:72605::51","ch:1:sloid:72605::50","2","60"
"ch:1:sloid:72606::50","ch:1:sloid:72606::51","2","60"
"ch:1:sloid:72606::51","ch:1:sloid:72606::50","2","60"
"ch:1:sloid:72610:0:260039","ch:1:sloid:72610:0:841997","2","60"
"ch:1:sloid:72610:0:841997","ch:1:sloid:72610:0:260039","2","60"
"ch:1:sloid:72646:0:312966","ch:1:sloid:72646:0:876356","2","60"
"ch:1:sloid:72646:0:876356","ch:1:sloid:72646:0:312966","2","60"
"ch:1:sloid:72647:0:395150","ch:1:sloid:72647:0:476208","2","60"
"ch:1:sloid:72647:0:476208","ch:1:sloid:72647:0:395150","2","60"
"ch:1:sloid:7307::50","ch:1:sloid:7307::51","2","60"
"ch:1:sloid:7307::51","ch:1:sloid:7307::50","2","60"
"ch:1:sloid:73158::50","ch:1:sloid:73158::51","2","60"
"ch:1:sloid:73158::51","ch:1:sloid:73158::50","2","60"
"ch:1:sloid:73159::50","ch:1:sloid:73159::51","2","60"
"ch:1:sloid:73159::51","ch:1:sloid:73159::50","2","60"
"ch:1:sloid:73160::50","ch:1:sloid:73160::51","2","60"
"ch:1:sloid:73160::51","ch:1:sloid:73160::50","2","60"
"ch:1:sloid:73162::50","ch:1:sloid:73162::51","2","60"
"ch:1:sloid:73162::51","ch:1:sloid:73162::50","2","60"
"ch:1:sloid:73163::50","ch:1:sloid:73163::51","2","60"
"ch:1:sloid:73163::51","ch:1:sloid:73163::50","2","60"
"ch:1:sloid:73164::50","ch:1:sloid:73164::51","2","60"
"ch:1:sloid:73164::51","ch:1:sloid:73164::50","2","60"
"ch:1:sloid:73165::50","ch:1:sloid:73165::51","2","60"
"ch:1:sloid:73165::51","ch:1:sloid:73165::50","2","60"
"ch:1:sloid:73166::50","ch:1:sloid:73166::51","2","60"
"ch:1:sloid:73166::50","ch:1:sloid:90829::50","2","60"
"ch:1:sloid:73166::50","ch:1:sloid:90829::51","2","60"
"ch:1:sloid:73166::51","ch:1:sloid:73166::50","2","60"
"ch:1:sloid:73166::51","ch:1:sloid:90829::50","2","60"
"ch:1:sloid:73166::51","ch:1:sloid:90829::51","2","60"
"ch:1:sloid:73167::51","ch:1:sloid:73167::52","2","0"
"ch:1:sloid:73167::51","ch:1:sloid:73168::52","2","360"
"ch:1:sloid:73167::52","ch:1:sloid:73167::51","2","0"
"ch:1:sloid:73167::52","ch:1:sloid:73168::52","2","360"
"ch:1:sloid:73168::52","ch:1:sloid:73167::51","2","360"
"ch:1:sloid:73168::52","ch:1:sloid:73167::52","2","360"
"ch:1:sloid:73169::50","ch:1:sloid:73169::51","2","60"
"ch:1:sloid:73169::51","ch:1:sloid:73169::50","2","60"
"ch:1:sloid:73170::50","ch:1:sloid:73170::51","2","60"
"ch:1:sloid:73170::51","ch:1:sloid:73170::50","2","60"
"ch:1:sloid:73171::50","ch:1:sloid:73171::51","2","60"
"ch:1:sloid:73171::51","ch:1:sloid:73171::50","2","60"
"ch:1:sloid:73178::50","ch:1:sloid:73178::51","2","60"
"ch:1:sloid:73178::50","ch:1:sloid:73178::52","2","60"
"ch:1:sloid:73178::50","ch:1:sloid:73178::53","2","60"
"ch:1:sloid:73178::51","ch:1:sloid:73178::50","2","60"
"ch:1:sloid:73178::51","ch:1:sloid:73178::52","2","60"
"ch:1:sloid:73178::51","ch:1:sloid:73178::53","2","60"
"ch:1:sloid:73178::52","ch:1:sloid:73178::50","2","60"
"ch:1:sloid:73178::52","ch:1:sloid:73178::51","2","60"
"ch:1:sloid:73178::52","ch:1:sloid:73178::53","2","60"
"ch:1:sloid:73178::53","ch:1:sloid:73178::50","2","60"
"ch:1:sloid:73178::53","ch:1:sloid:73178::51","2","60"
"ch:1:sloid:73178::53","ch:1:sloid:73178::52","2","60"
"ch:1:sloid:73179::50","ch:1:sloid:73179::51","2","60"
"ch:1:sloid:73179::51","ch:1:sloid:73179::50","2","60"
"ch:1:sloid:73180::50","ch:1:sloid:73180::51","2","60"
"ch:1:sloid:73180::51","ch:1:sloid:73180::50","2","60"
"ch:1:sloid:73181::50","ch:1:sloid:73181::52","2","60"
"ch:1:sloid:73181::50","ch:1:sloid:73181::55","2","60"
"ch:1:sloid:73181::52","ch:1:sloid:73181::50","2","60"
"ch:1:sloid:73181::52","ch:1:sloid:73181::55","2","60"
"ch:1:sloid:73181::55","ch:1:sloid:73181::50","2","60"
"ch:1:sloid:73181::55","ch:1:sloid:73181::52","2","60"
"ch:1:sloid:73182::50","ch:1:sloid:73182::51","2","60"
"ch:1:sloid:73182::51","ch:1:sloid:73182::50","2","60"
"ch:1:sloid:73184::50","ch:1:sloid:73184::51","2","60"
"ch:1:sloid:73184::51","ch:1:sloid:73184::50","2","60"
"ch:1:sloid:73185::50","ch:1:sloid:73185::51","2","60"
"ch:1:sloid:73185::50","ch:1:sloid:80297::50","2","180"
"ch:1:sloid:73185::50","ch:1:sloid:80297::51","2","180"
"ch:1:sloid:73185::51","ch:1:sloid:73185::50","2","60"
"ch:1:sloid:73185::51","ch:1:sloid:80297::50","2","180"
"ch:1:sloid:73185::51","ch:1:sloid:80297::51","2","180"
"ch:1:sloid:73186::50","ch:1:sloid:73186::51","2","60"
"ch:1:sloid:73186::51","ch:1:sloid:73186::50","2","60"
"ch:1:sloid:73187::50","ch:1:sloid:73187::51","2","60"
"ch:1:sloid:73187::51","ch:1:sloid:73187::50","2","60"
"ch:1:sloid:73188::50","ch:1:sloid:73188::51","2","60"
"ch:1:sloid:73188::51","ch:1:sloid:73188::50","2","60"
"ch:1:sloid:73189::50","ch:1:sloid:73189::51","2","60"
"ch:1:sloid:73189::51","ch:1:sloid:73189::50","2","60"
"ch:1:sloid:73190::50","ch:1:sloid:73190::51","2","60"
"ch:1:sloid:73190::51","ch:1:sloid:73190::50","2","60"
"ch:1:sloid:73193::50","ch:1:sloid:73193::51","2","60"
"ch:1:sloid:73193::51","ch:1:sloid:73193::50","2","60"
"ch:1:sloid:73194::50","ch:1:sloid:73194::51","2","60"
"ch:1:sloid:73194::51","ch:1:sloid:73194::50","2","60"
"ch:1:sloid:73195::50","ch:1:sloid:73195::51","2","60"
"ch:1:sloid:73195::51","ch:1:sloid:73195::50","2","60"
"ch:1:sloid:73196::50","ch:1:sloid:73196::52","2","60"
"ch:1:sloid:73196::52","ch:1:sloid:73196::50","2","60"
"ch:1:sloid:73197::50","ch:1:sloid:73197::51","2","60"
"ch:1:sloid:73197::51","ch:1:sloid:73197::50","2","60"
"ch:1:sloid:73198::50","ch:1:sloid:73198::51","2","60"
"ch:1:sloid:73198::51","ch:1:sloid:73198::50","2","60"
"ch:1:sloid:73199::50","ch:1:sloid:73199::51","2","60"
"ch:1:sloid:73199::50","ch:1:sloid:73199::53","2","60"
"ch:1:sloid:73199::51","ch:1:sloid:73199::50","2","60"
"ch:1:sloid:73199::51","ch:1:sloid:73199::53","2","60"
"ch:1:sloid:73199::53","ch:1:sloid:73199::50","2","60"
"ch:1:sloid:73199::53","ch:1:sloid:73199::51","2","60"
"ch:1:sloid:73200::50","ch:1:sloid:73200::51","2","60"
"ch:1:sloid:73200::51","ch:1:sloid:73200::50","2","60"
"ch:1:sloid:73201::50","ch:1:sloid:73201::51","2","60"
"ch:1:sloid:73201::51","ch:1:sloid:73201::50","2","60"
"ch:1:sloid:73202::50","ch:1:sloid:73202::51","2","60"
"ch:1:sloid:73202::51","ch:1:sloid:73202::50","2","60"
"ch:1:sloid:73205::0","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::0","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::1","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::50","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::55","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::56","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::57","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::61","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::62","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::63","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::64","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::65","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::66","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::68","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::67","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::66","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::67","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::80","2","180"
"ch:1:sloid:73205::68","ch:1:sloid:73205::81","2","180"
"ch:1:sloid:73205::80","ch:1:sloid:73205::0","2","180"
"ch:1:sloid:73205::80","ch:1:sloid:73205::1","2","180"
"ch:1:sloid:73205::80","ch:1:sloid:73205::50","2","180"
"ch:1:sloid:73205::80","ch:1:sloid:73205::55","2","180"
"ch:1:sloid:73205::80","ch:1:sloid:73205::56","2","180"
"ch:1:sloid:73205::80","ch:1:sloid:73205::57","2","180"
"ch:1:sloid:73205::80","ch:1:sloid:73205::61","2","180"
"ch:1:sloid:73205::80","ch:1:sloid:73205::62","2","180"
"ch:1:sloid:73205::80","ch:1:sloid:73205::63","2","180"
"ch:1:sloid:73205::80","ch:1:sloid:73205::64","2","180"
"ch:1:sloid:73205::80","ch:1:sloid:73205::65","2","180"
"ch:1:sloid:73205::80","ch:1:sloid:73205::66","2","180"
